"MetaCyc"	meta
"Thermoanaerobacter pseudethanolicus ATCC 33223"	tpse340099
"Thermoanaerobacter siderophilus SR4"	tsid880478
"Thermoanaerobacter sp. X513"	tsp573062
"Thermoanaerobacter sp. X514"	tsp399726
"Thermoanaerobacter sp. X561"	tsp588857
"Thermoanaerobacter wiegelii Rt8.B1"	twie697303
"Thermoanaerobacterium saccharolyticum JW/SL-YS485"	tsac1094508
"Thermoanaerobacterium thermosaccharolyticum DSM 571"	tthe580327
"Thermoanaerobacterium thermosaccharolyticum M0795"	tthe698948
"Thermoanaerobacterium xylanolyticum LX-11"	txyl858215
"Thermobacillus composti KWC4"	tcom717605
"Thermobaculum terrenum ATCC BAA-798"	tter525904
"Thermobifida fusca YX"	tfus269800
"Thermobispora bispora DSM 43833"	tbis469371
"Thermobrachium celere DSM 8682"	gcf_000430995
"Thermococcus barophilus MP"	tbar391623
"Thermococcus cleftensis"	tsp163003
"Thermococcus gammatolerans EJ3"	tgam593117
"Thermococcus kodakarensis KOD1"	tkod69014
"Thermococcus litoralis DSM 5473"	gcf_000246985
"Thermococcus nautili"	gcf_000585495
"Thermococcus onnurineus NA1"	tonn523850
"Thermococcus paralvinellae"	gcf_000517445
"Thermococcus sibiricus MM 739"	tsib604354
"Thermococcus sp. 4557"	tsp1042877
"Thermococcus sp. AM4"	tsp246969
"Thermococcus zilligii AN1"	gcf_000258515
"Thermocrinis albus DSM 14484"	talb638303
"Thermocrinis ruber"	gcf_000512735
"Thermocrispum agreste DSM 44070"	gcf_000427905
"Thermocrispum municipale DSM 44069"	gcf_000427825
"Thermodesulfatator atlanticus DSM 21156"	gcf_000421585
"Thermodesulfatator indicus DSM 15286"	tind667014
"Thermodesulfobacterium commune DSM 2178"	gcf_000734015
"Thermodesulfobacterium geofontis OPF15"	tgeo795359
"Thermodesulfobacterium hveragerdense DSM 12571"	gcf_000423845
"Thermodesulfobacterium hydrogeniphilum"	gcf_000746255
"Thermodesulfobium narugense DSM 14796"	tnar747365
"Thermodesulfovibrio thiophilus DSM 17215"	gcf_000423865
"Thermodesulfovibrio yellowstonii DSM 11347"	tyel289376
"Thermofilum pendens Hrk 5"	tpen368408
"Thermofilum sp. 1910b"	tsp1365176
"Thermogladius cellulolyticus 1633"	tcel1184251
"Thermomicrobium roseum DSM 5159"	tros309801
"Thermomonas fusca DSM 15424"	gcf_000423885
"Thermomonospora curvata DSM 43183"	tcur471852
"Thermophagus xiamenensis"	gcf_000220155
"Thermoplasma acidophilum DSM 1728"	taci273075
"Thermoplasma volcanium GSS1"	tvol273116
"Thermoplasmatales archaeon BRNA1"	tarc1054217
"Thermoproteus tenax Kra 1"	tten768679
"Thermoproteus uzoniensis 768-20"	tuzo999630
"Thermosediminibacter oceani DSM 16646"	toce555079
"Thermosinus carboxydivorans Nor1"	gcf_000169155
"Thermosipho africanus TCF52B"	tafr484019
"Thermosipho melanesiensis BI429"	tmel391009
"Thermosphaera aggregans DSM 11486"	tagg633148
"Thermosynechococcus elongatus BP-1"	telo197221
"Thermosynechococcus sp. NK55a"	tsp1394889
"Thermotoga caldifontis AZM44c09"	gcf_000828655
"Thermotoga maritima MSB8"	tmar243274
"Thermotoga naphthophila RKU-10"	tnap590168
"Thermotoga neapolitana DSM 4359"	tnea309803
"Thermotoga petrophila RKU-1"	tpet390874
"Thermotoga profunda AZM34c06"	gcf_000828675
"Thermotoga sp. 2812B"	gcf_000789335
"Thermotoga sp. Cell2"	gcf_000789375
"Thermotoga sp. RQ2"	tsp126740
"Thermotoga sp. RQ7"	gcf_000832145
"Thermovibrio ammonificans HB-1"	tamm648996
"Thermovirga lienii DSM 17291"	tlie580340
"Thermus antranikianii DSM 12462"	gcf_000423905
"Thermus aquaticus Y51MC23"	gcf_000173055
"Thermus caliditerrae"	gcf_000745065
"Thermus filiformis"	gcf_000771745
"Thermus igniterrae ATCC 700962"	gcf_000376265
"Thermus islandicus DSM 21543"	gcf_000421625
"Thermus oshimai JL-2"	tosh751945
"Thermus scotoductus SA-01"	tsco743525
"Thermus sp. CCB_US3_UF1"	tsp1111069
"Thermus thermophilus HB27"	tthe262724
"Thermus thermophilus HB8"	tthe300852
"Thermus thermophilus JL-18"	tthe798128
"Thermus thermophilus SG0.5JP17-16"	tthe762633
"Thioalkalimicrobium aerophilum AL3"	gcf_000227665
"Thioalkalimicrobium cyclicum ALM1"	gcf_000214825
"Thioalkalivibrio nitratireducens DSM 14787"	tnit1255043
"Thioalkalivibrio sp. K90mix"	tsp396595
"Thioalkalivibrio sulfidiphilus HL-EbGr7"	tsul396588
"Thioalkalivibrio thiocyanodenitrificans ARhD 1"	gcf_000378965
"Thioalkalivibrio thiocyanoxidans ARh 4"	tthi713587
"Thiobacillus denitrificans ATCC 25259"	tden292415
"Thiobacillus thioparus DSM 505"	gcf_000373385
"Thiocapsa marina 5811"	tmar768671
"Thioclava dalianensis"	gcf_000715505
"Thioclava pacifica DSM 10166"	gcf_000714535
"Thiocystis violascens DSM 198"	tvio765911
"Thioflavicoccus mobilis 8321"	tmob765912
"Thiolapillus brandeum"	gcf_000828615
"Thiomicrospira arctica DSM 13458"	gcf_000381085
"Thiomicrospira chilensis DSM 12352"	gcf_000483485
"Thiomicrospira crunogena XCL-2"	tcru317025
"Thiomicrospira halophila DSM 15072"	gcf_000384235
"Thiomicrospira kuenenii DSM 12350"	gcf_000526715
"Thiomicrospira pelophila DSM 1534"	gcf_000711195
"Thiomonas arsenitoxydans"	tars426114
"Thiomonas intermedia K12"	tint75379
"Thioploca ingrica"	gcf_000828835
"Thiorhodococcus drewsii AZ1"	tdre765913
"Thiorhodospira sibirica ATCC 700588"	tsib765914
"Thiorhodovibrio sp. 970"	tsp631362
"Thiothrix disciformis DSM 14473"	gcf_000371925
"Thiothrix flexilis DSM 14609"	gcf_000380185
"Thiothrix lacustris DSM 21227"	gcf_000621325
"Thiothrix nivea DSM 5205"	tniv870187
"Thiovulum sp. ES"	tsp1177931
"Timonella senegalensis JC301"	gcf_000312125
"Tistrella mobilis KA081020-065"	tmob1110502
"Tolumonas auensis DSM 9187"	taue595494
"Toxoplasma gondii ME49"	toxo
"Treponema azotonutricium ZAS-9"	tazo545695
"Treponema brennaborense DSM 12168"	tbre906968
"Treponema bryantii NK4A124"	gcf_000421345
"Treponema caldarium DSM 7334"	tcal744872
"Treponema denticola AL-2"	tden999426-hmp
"Treponema denticola ASLM"	tden999427-hmp
"Treponema denticola ATCC 33520"	tden999428-hmp
"Treponema denticola ATCC 33521"	tden999429-hmp
"Treponema denticola ATCC 35404"	tden999430-hmp
"Treponema denticola ATCC 35405"	tden243275
"Treponema denticola F0402"	tden699187-hmp
"Treponema denticola H-22"	tden999432-hmp
"Treponema denticola H1-T"	tden999431-hmp
"Treponema denticola MYR-T"	tden999433-hmp
"Treponema denticola OTK"	tden999434-hmp
"Treponema denticola SP33"	tden999437-hmp
"Treponema denticola SP37"	tden999438-hmp
"Treponema denticola US-Trep"	tden999440-hmp
"Treponema lecithinolyticum ATCC 700332"	gcf_000468055
"Treponema maltophilum ATCC 51939"	gcf_000413055
"Treponema medium ATCC 700293"	gcf_000413035
"Treponema pallidum Fribourg-Blanc"	tpal1155775
"Treponema pallidum pallidum Chicago"	tpal666714
"Treponema pallidum pallidum DAL-1"	tpal491081
"Treponema pallidum pallidum Mexico A"	tpal686990
"Treponema pallidum pallidum Nichols"	tpal243276
"Treponema pallidum pallidum SS14"	tpal455434
"Treponema pallidum pertenue CDC2"	tpal491079
"Treponema pallidum pertenue Gauthier"	tpal491080
"Treponema pallidum pertenue SamoaD"	tpal491078
"Treponema paraluiscuniculi Cuniculi A"	tpar545776
"Treponema pedis T A4"	tped1291379
"Treponema phagedenis F0421"	tpha754027-hmp
"Treponema primitia ZAS-1"	tpri717227
"Treponema primitia ZAS-2"	tpri545694
"Treponema putidum"	gcf_000755145
"Treponema saccharophilum DSM 2985"	tsac907348
"Treponema socranskii paredis ATCC 35535"	gcf_000413015
"Treponema sp. JC4"	tsp1124982
"Treponema succinifaciens DSM 2489"	tsuc869209
"Treponema vincentii ATCC 35580"	tvin596324-hmp
"Trichodesmium erythraeum IMS101"	tery203124
"Tropheryma whipplei TW08/27"	twhi218496
"Tropheryma whipplei Twist"	twhi203267
"Truepera radiovictrix DSM 17093"	trad649638
"Trueperella pyogenes"	gcf_000612055
"Trueperella pyogenes TP8"	gcf_000816065
"Trypanosoma brucei"	trypano
"Tsukamurella paurometabola DSM 20162"	tpau521096
"Tuberibacillus calidus DSM 17572"	gcf_000430685
"Tumebacillus flagellatus"	gcf_000714935
"Turicella otitidis ATCC 51513"	toti883169-hmp
"Turicibacter sanguinis PC909"	gcf_000178255
"Turicibacter sp. HGF1"	tsp910310-hmp
"Turneriella parva DSM 21527"	tpar869212
"Tyzzerella nexilis DSM 1787"	gcf_000156035
"Uliginosibacterium gangwonense DSM 18521"	gcf_000373965
"uncultured Termite group 1 bacterium phylotype Rs-D17"	uter471821
"uncultured Termite group 1 bacterium phylotype Rs-D17"	gcf_000146025
"Ureaplasma canigenitalium ATCC 51252"	gcf_000712165
"Ureaplasma diversum NCTC 246"	gcf_000731915
"Ureaplasma parvum serovar 3 str. ATCC 27815"	upar505682
"Ureaplasma parvum serovar 3 str. ATCC 700970"	upar273119
"Ureaplasma urealyticum serovar 10 str. ATCC 33699"	uure565575
"Ureibacillus thermosphaericus Thermo-BF"	gcf_000284835
"Vagococcus lutrae LBD1"	gcf_000498295
"Varibaculum cambriense DSM 15806"	gcf_000420065
"Variovorax paradoxus B4"	vpar1246301
"Variovorax paradoxus EPS"	vpar595537
"Variovorax paradoxus S110"	vpar543728
"Variovorax sp. CF313"	vsp1144315
"Veillonella atypica ACS-049-V-Sch6"	vaty866776-hmp
"Veillonella atypica ACS-134-V-Col7a"	vaty866778-hmp
"Veillonella atypica KON"	vaty1128111
"Veillonella magna DSM 19857"	gcf_000428745
"Veillonella montpellierensis DSM 17217"	gcf_000426745
"Veillonella parvula ACS-068-V-Sch12"	vpar768727-hmp
"Veillonella parvula ATCC 17745"	vpar686660-hmp
"Veillonella parvula DSM 2008"	vpar479436
"Veillonella ratti ACS-216-V-Col6b"	vrat883156-hmp
"Veillonella sp. 3_1_44"	vsp457416-hmp
"Veillonella sp. 6_1_27"	vsp450749-hmp
"Veillonella sp. ACP1"	vsp936588
"Veillonella sp. oral taxon 158 F0412"	vsp879309-hmp
"Veillonella sp. oral taxon 780 F0422"	vsp944564-hmp
"Verminephrobacter aporrectodeae tuberculatae At4"	vapo565443
"Verminephrobacter eiseniae EF01-2"	veis391735
"Verrucomicrobiae bacterium DG1235"	vbac382464
"Verrucomicrobium spinosum DSM 4136 = JCM 18804"	gcf_000172155
"Verrucosispora maris AB-18-032"	vmar263358
"Vibrio albensis VL426"	vcho593585
"Vibrio alginolyticus NBRC 15630 = ATCC 17749"	valg1219076
"Vibrio anguillarum"	gcf_000786425
"Vibrio anguillarum 775"	vang882102
"Vibrio antiquarius"	vsp150340
"Vibrio brasiliensis LMG 20546"	gcf_000189255
"Vibrio campbellii ATCC BAA-1116"	vcam338187
"Vibrio campbellii CAIM 519 = NBRC 15631"	vcam1224742
"Vibrio campbellii DS40M4"	vcam1088888
"Vibrio campbellii HY01"	vhar410291
"Vibrio caribbeanicus ATCC BAA-2122"	vcar796620
"Vibrio cholerae 12129(1)"	vcho592313
"Vibrio cholerae 1587"	vcho412966
"Vibrio cholerae 2740-80"	vcho412614
"Vibrio cholerae 4260B"	vcho1236549
"Vibrio cholerae 623-39"	vcho417397
"Vibrio cholerae AM-19226"	vcho404974
"Vibrio cholerae B33"	vcho417400
"Vibrio cholerae BJG-01"	vcho991997
"Vibrio cholerae BX 330286"	vcho593587
"Vibrio cholerae CIRS101"	vcho661513
"Vibrio cholerae CP1030(3)"	vcho991990
"Vibrio cholerae CP1032(5)"	vcho991923
"Vibrio cholerae CP1033(6)"	vcho991924
"Vibrio cholerae CP1035(8)"	vcho991991
"Vibrio cholerae CP1037(10)"	vcho991992
"Vibrio cholerae CP1038(11)"	vcho991925
"Vibrio cholerae CP1040(13)"	vcho991993
"Vibrio cholerae CP1041(14)"	vcho991926
"Vibrio cholerae CP1042(15)"	vcho991927
"Vibrio cholerae CP1044(17)"	vcho991994
"Vibrio cholerae CP1046(19)"	vcho991928
"Vibrio cholerae CP1047(20)"	vcho991995
"Vibrio cholerae HC-02C1"	vcho991949
"Vibrio cholerae HC-06A1"	vcho991950
"Vibrio cholerae HC-17A2"	vcho1000952
"Vibrio cholerae HC-1A2"	vcho991937
"Vibrio cholerae HC-20A2"	vcho991932
"Vibrio cholerae HC-21A1"	vcho991953
"Vibrio cholerae HC-22A1"	vcho991954
"Vibrio cholerae HC-28A1"	vcho991955
"Vibrio cholerae HC-32A1"	vcho991956
"Vibrio cholerae HC-37A1"	vcho991958
"Vibrio cholerae HC-38A1"	vcho991959
"Vibrio cholerae HC-39A1"	vcho991960
"Vibrio cholerae HC-40A1"	vcho991961
"Vibrio cholerae HC-41A1"	vcho991962
"Vibrio cholerae HC-41B1"	vcho1051362
"Vibrio cholerae HC-43A1"	vcho991938
"Vibrio cholerae HC-43B1"	vcho991939
"Vibrio cholerae HC-46A1"	vcho991940
"Vibrio cholerae HC-46B1"	vcho991941
"Vibrio cholerae HC-47A1"	vcho992003
"Vibrio cholerae HC-48A1"	vcho991965
"Vibrio cholerae HC-57A1"	vcho991975
"Vibrio cholerae HC-57A2"	vcho991976
"Vibrio cholerae HC-59A1"	vcho991977
"Vibrio cholerae HC-59B1"	vcho991978
"Vibrio cholerae HC-60A1"	vcho992005
"Vibrio cholerae HC-61A1"	vcho991942
"Vibrio cholerae HC-61A2"	vcho991943
"Vibrio cholerae HC-65A1"	vcho991981
"Vibrio cholerae HC-67A1"	vcho991982
"Vibrio cholerae HC-68A1"	vcho991983
"Vibrio cholerae HC-77A1"	vcho991987
"Vibrio cholerae HC-78A1"	vcho992009
"Vibrio cholerae HC-80A1"	vcho991988
"Vibrio cholerae HCUF01"	vcho991930
"Vibrio cholerae HE-09"	vcho991998
"Vibrio cholerae HE-16"	vcho991999
"Vibrio cholerae HE-40"	vcho992000
"Vibrio cholerae HE-45"	vcho991946
"Vibrio cholerae HE-46"	vcho992001
"Vibrio cholerae HE39"	vcho991945
"Vibrio cholerae IEC224"	vcho1134456
"Vibrio cholerae INDRE 91/1"	vcho675808
"Vibrio cholerae LMA3984-4"	vcho935297
"Vibrio cholerae M66-2"	vcho579112
"Vibrio cholerae MJ-1236"	vcho593588
"Vibrio cholerae O1 biovar El Tor str. N16961"	vcho
"Vibrio cholerae O1 str. 2010EL-1786"	vcho914149
"Vibrio cholerae O1 str. AG-7404"	vcho1095645
"Vibrio cholerae O1 str. AG-8040"	vcho1095644
"Vibrio cholerae O1 str. EC-0009"	vcho1095651
"Vibrio cholerae O1 str. EC-0012"	vcho1095652
"Vibrio cholerae O1 str. EC-0051"	vcho1095654
"Vibrio cholerae O1 str. EDC-020"	vcho1095640
"Vibrio cholerae O1 str. EM-1536"	vcho1095646
"Vibrio cholerae O1 str. EM-1626"	vcho1095648
"Vibrio cholerae O1 str. NHCC-004A"	vcho1095655
"Vibrio cholerae O1 str. NHCC-006C"	vcho1095656
"Vibrio cholerae O1 str. NHCC-008D"	vcho1095657
"Vibrio cholerae O395"	vcho345073
"Vibrio cholerae RC27"	vcho675807
"Vibrio cholerae V52"	vcho345076
"Vibrio coralliilyticus OCN014"	gcf_000763535
"Vibrio coralliilyticus RE98"	gcf_000772065
"Vibrio cyclitrophicus FF75"	gcf_000473545
"Vibrio diazotrophicus NBRC 103148"	gcf_000740015
"Vibrio ezurae NBRC 102218"	gcf_000467185
"Vibrio fischeri ES114"	vfis312309
"Vibrio fischeri MJ11"	vfis388396
"Vibrio fischeri SR5"	vfis1088719
"Vibrio furnissii CIP 102972"	vfur675811
"Vibrio furnissii NCTC 11218"	vfur903510
"Vibrio genomosp. F10 ZF-129"	gcf_000287055
"Vibrio genomosp. F6 FF-238"	gcf_000272145
"Vibrio harveyi CAIM 1792"	vhar1125980
"Vibrio ichthyoenteri ATCC 700023"	vich870968
"Vibrio litoralis DSM 17657"	gcf_000426765
"Vibrio maritimus"	gcf_000755385
"Vibrio metschnikovii CIP 69.14"	gcf_000176155
"Vibrio nigripulchritudo"	vnig28173
"Vibrio orientalis CIP 102891 = ATCC 33934"	gcf_000176235
"Vibrio pacinii DSM 19139"	gcf_000711795
"Vibrio parahaemolyticus BB22OP"	vpar1211705
"Vibrio parahaemolyticus O1:Kuk str. FDA_R31"	vpar1338034-wgs
"Vibrio parahaemolyticus RIMD 2210633"	vpar223926
"Vibrio proteolyticus NBRC 13287"	gcf_000467125
"Vibrio rhizosphaerae DSM 18581"	gcf_000711805
"Vibrio rotiferianus DAT722"	vrot987060
"Vibrio scophthalmi LMG 19158"	vsco870967
"Vibrio shilonii AK1"	vshi391591
"Vibrio sp. EJY3"	vsp1116375
"Vibrio sp. HENC-01"	vsp992010
"Vibrio sp. HENC-02"	vsp992011
"Vibrio sp. HENC-03"	vsp992012
"Vibrio sp. N418"	vsp701176
"Vibrio sp. RC586"	vsp675815
"Vibrio splendidus 12B01"	vspl314291
"Vibrio tasmaniensis LGP32"	vspl575788
"Vibrio tubiashii ATCC 19109"	vtub1051646
"Vibrio vulnificus CMCP6"	vvul216895
"Vibrio vulnificus MO6-24/O"	vvul914127
"Vibrio vulnificus YJ016"	vvul196600
"Vibrionales bacterium SWAT-3"	vbac391574
"Virgibacillus alimentarius"	gcf_000709085
"Virgibacillus halodenitrificans 1806"	gcf_000294755
"Virgibacillus sp. SK37"	gcf_000725285
"Viridibacillus arenosi FSL R5-213"	gcf_000518005
"Vitreoscilla stercoraria DSM 513"	gcf_000382305
"Vulcanisaeta distributa DSM 14429"	vdis572478
"Vulcanisaeta moutnovskia 768-28"	vmou985053
"Waddlia chondrophila WSU 86-1044"	wcho716544
"Weeksella virosa DSM 16922"	wvir865938
"Weissella ceti WS08"	gcf_000732905
"Weissella ceti WS105"	gcf_000750535
"Weissella ceti WS74"	gcf_000750515
"Weissella cibaria KACC 11862"	wcib911104
"Weissella confusa LBAE C39-2"	wcon1127131
"Weissella halotolerans DSM 20190"	gcf_000420365
"Weissella hellenica"	gcf_000715455
"Weissella koreensis KACC 15510"	wkor1045854
"Weissella oryzae SG25"	gcf_000691805
"Weissella paramesenteroides ATCC 33313"	wpar585506-hmp
"Wenxinia marina DSM 24838"	gcf_000379485
"Wigglesworthia glossinidia endosymbiont of Glossina brevipalpis"	wglo36870
"Wigglesworthia glossinidia endosymbiont of Glossina morsitans morsitans (Yale colony)"	wglo1142511
"Winogradskyella psychrotolerans RS-3"	gcf_000427335
"Winogradskyella sp. PG-2"	gcf_000828715
"Wohlfahrtiimonas chitiniclastica DSM 18708"	gcf_000375345
"Wolbachia endosymbiont of Culex quinquefasciatus Pel"	wend570417
"Wolbachia endosymbiont of Drosophila melanogaster"	wend163164
"Wolbachia endosymbiont of Drosophila simulans wHa"	wend1236909
"Wolbachia endosymbiont of Drosophila simulans wNo"	wend1236908
"Wolbachia endosymbiont of Onchocerca ochengi"	wend100901
"Wolbachia endosymbiont strain TRS of Brugia malayi"	wend292805
"Wolbachia sp. wRi"	wsp66084
"Wolinella succinogenes DSM 1740"	wsuc273121
"Woodsholea maritima DSM 17123"	gcf_000382325
"Xanthobacter autotrophicus Py2"	xaut78245
"Xanthomonas albilineans"	xalb29447
"Xanthomonas albilineans GPE PC73"	xalb380358
"Xanthomonas axonopodis pv. citri str. 306"	xaxo190486
"Xanthomonas axonopodis pv. citrumelo F1"	xaxo981368
"Xanthomonas axonopodis pv. malvacearum str. GSPB1386"	xaxo1118965
"Xanthomonas axonopodis pv. malvacearum str. GSPB2388"	xaxo1127439
"Xanthomonas axonopodis pv. punicae str. LMG 859"	xaxo1085630
"Xanthomonas axonopodis Xac29-1"	xaxo1304892
"Xanthomonas campestris pv. campestris str. 8004"	xcam314565
"Xanthomonas campestris pv. campestris str. ATCC 33913"	xcam190485
"Xanthomonas campestris pv. campestris str. B100"	xcam509169
"Xanthomonas campestris pv. musacearum NCPPB 4381"	xcam559737
"Xanthomonas campestris pv. raphani 756C"	xcam990315
"Xanthomonas campestris pv. vesicatoria str. 85-10"	xcam316273
"Xanthomonas citri citri Aw12879"	xcit1137651
"Xanthomonas citri pv. mangiferaeindicae LMG 941"	xcit1156940
"Xanthomonas fragariae LMG 25863"	gcf_000376745
"Xanthomonas fuscans aurantifolii ICPB 10535"	xfus427082
"Xanthomonas fuscans aurantifolii ICPB 11122"	xfus427081
"Xanthomonas gardneri ATCC 19865"	xgar925777
"Xanthomonas oryzae pv. oryzae KACC 10331"	xory291331
"Xanthomonas oryzae pv. oryzae MAFF 311018"	xory342109
"Xanthomonas oryzae pv. oryzae PXO99A"	xory360094
"Xanthomonas oryzae pv. oryzicola BLS256"	xory383407
"Xanthomonas sacchari"	gcf_000815185
"Xanthomonas sacchari NCPPB 4393"	gcf_000225975
"Xanthomonas translucens DAR61454"	gcf_000334075
"Xenophilus azovorans DSM 13620"	gcf_000745855
"Xenorhabdus bovienii SS-2004"	xbov406818
"Xenorhabdus cabanillasii JM26"	gcf_000531755
"Xenorhabdus doucetiae"	gcf_000968195
"Xenorhabdus nematophila ATCC 19061"	xnem406817
"Xenorhabdus poinarii G6"	gcf_000968175
"Xylanimonas cellulosilytica DSM 15894"	xcel446471
"Xylella fastidiosa 9a5c"	xfas160492
"Xylella fastidiosa fastidiosa GB514"	xfas788929
"Xylella fastidiosa M12"	xfas405440
"Xylella fastidiosa M23"	xfas405441
"Xylella fastidiosa Temecula1"	xfas183190
"Yaniella halotolerans DSM 15476"	gcf_000420805
"Yersinia enterocolitica enterocolitica 8081"	yent393305
"Yersinia enterocolitica palearctica 105.5R(r)"	yent994476
"Yersinia enterocolitica palearctica Y11"	yent930944
"Yersinia frederiksenii ATCC 33641"	yfre349966
"Yersinia intermedia ATCC 29909"	yint349965
"Yersinia kristensenii ATCC 33638"	ykri527012
"Yersinia mollaretii ATCC 43969"	ymol349967
"Yersinia pestis A1122"	ypes1035377
"Yersinia pestis Angola"	ypes349746
"Yersinia pestis Antiqua"	ypes360102
"Yersinia pestis CA88-4125"	ypes412420
"Yersinia pestis CO92"	ypes214092
"Yersinia pestis D106004"	ypes637382
"Yersinia pestis D182038"	ypes637385
"Yersinia pestis FV-1"	ypes375450
"Yersinia pestis INS"	ypes1159617
"Yersinia pestis KIM D27"	ypes687916
"Yersinia pestis KIM10+"	ypes187410
"Yersinia pestis microtus biovar Microtus str. 91001"	ypes229193
"Yersinia pestis Nepal516"	ypes377628
"Yersinia pestis pestis biovar Antiqua str. B42003004"	ypes404215
"Yersinia pestis pestis biovar Antiqua str. E1979001"	ypes360099
"Yersinia pestis pestis biovar Antiqua str. UG05-0454"	ypes404218
"Yersinia pestis pestis biovar Mediaevalis str. K1973002"	ypes404216
"Yersinia pestis pestis biovar Medievalis str. Harbin 35"	ypes547048
"Yersinia pestis pestis biovar Orientalis str. F1991016"	ypes404214
"Yersinia pestis pestis biovar Orientalis str. India 195"	ypes547047
"Yersinia pestis pestis biovar Orientalis str. IP275"	ypes373665
